tweet_num,spreader_num,in_degree_avg,in_degree_med,degree_avg,degree_med
28,27,107220,681,1040,687
200,196,5102,399,2297,637
72,59,132664,578,2641,500
400,373,4230,1191,3630,1861
27,27,3074,1004,3131,1174
41,40,63581,521,4909,947
0,0,0,0,0,0
100,98,2542,319,2094,535
58,54,3439,1524,1833,1061
6,5,1180,1457,2078,2244
10,8,7572,8597,972,635
3,3,597,170,237,221
199,191,113332,797,2020,850
48,48,63474,681,1530,933
5,4,7428,444,749,860
100,97,5356,1086,5509,1912
22,21,2567,1325,1199,416
5,5,16921,3784,21401,1780
23,14,4166,3250,3232,4764
48,44,27581,860,4099,1335
57,53,53356,463,1394,718
44,43,105640,599,948,437
21,21,145309,933,2469,295
15,15,198540,458,736,410
8,8,11042,1960,14241,2224
6,6,496399,1231,912,321
18,17,170303,1041,7200,1674
59,49,258098,838,3348,840
1,1,4301,4301,174,174
12,12,262716,1103,1981,738
125,115,4233,1363,3822,1867
68,63,47415,853,2820,1069
11,9,543429,1473,2628,285
14,13,82050,962,7755,853
172,168,6733,1699,7193,2440
28,27,5774,2168,3542,3123
3,3,4925,1688,742,569
200,194,4970,443,3266,861
29,24,40841,4714,3808,1521
17,16,90160,836,3945,457
20,18,41026,316,1880,1171
300,290,34865,812,3809,1262
23,23,6758,2764,6068,4873
8,8,1036,194,256,202
78,75,22720,806,2429,1168
25,25,23010,807,2098,1228
13,13,41343,1660,2635,877
100,99,84366,795,2996,1206
100,100,78347,345,1622,617
200,199,3183,605,2737,919
8,8,39856,841,3512,1621
11,11,30841,395,7065,351
59,59,135550,363,1851,588
100,100,2778,652,1974,917
38,36,128450,2312,6746,1720
5,5,2660,2562,2192,2532
100,96,4658,488,1971,968
100,98,157450,1472,2719,1348
87,87,93306,796,2450,863
227,224,36100,749,2822,987
37,35,210035,949,3301,836
48,47,3149,1080,1569,914
93,88,114451,877,3427,975
99,95,157792,729,3313,854
300,296,3902,546,2620,833
42,40,109033,1452,3577,1239
14,12,23876,2600,1402,984
300,300,1187,495,1097,551
9,9,332179,1473,1897,1451
150,146,106212,604,2398,1245
0,0,0,0,0,0
6,6,1889,874,2206,1169
313,294,9646,857,3941,1344
6,5,83528,3027,1963,1649
300,261,81188,905,5542,894
0,0,0,0,0,0
6,6,86603,994,3280,1527
46,46,5809,1241,3667,1168
9,8,402,433,459,673
200,193,45067,714,2358,971
189,175,6221,879,2801,1056
11,11,12636,3784,11590,1874
19,19,32444,469,2399,662
21,21,25433,535,2044,552
69,69,114557,287,1782,688
100,99,106822,389,3165,587
198,179,83448,854,3251,1047
54,54,143654,725,2013,932
3,3,7192,5951,3729,5005
5,5,105520,4426,4089,955
11,11,50284,4145,3173,1719
8,8,64797,757,3244,1632
22,21,346458,531,1436,565
41,38,149118,552,3854,812
6,6,6516,2884,6255,3264
28,28,19062,355,4424,1506
122,115,3171,297,1745,669
7,7,83267,1832,6342,1450
45,44,7958,1439,6124,2175
65,64,8386,1257,1722,784
2,2,296,296,1300,1300
128,125,126238,536,1712,910
35,35,218604,784,1149,582
48,44,102721,1052,8857,1125
36,36,85657,1333,2815,1482
14,14,214116,651,1957,483
20,20,29454,2024,2184,1503
0,0,0,0,0,0
100,100,8603,1449,8847,2412
84,60,45589,2853,4509,2793
100,96,30469,784,2477,802
12,12,1225,371,1662,667
4,4,9036,10552,7225,9182
14,11,54870,2404,2188,1464
9,9,28387,651,2027,1774
108,104,10365,2222,8957,4144
30,30,128684,801,1751,822
29,29,132172,423,1230,778
131,115,134220,1313,8203,1085
32,28,124284,1269,1944,837
100,100,3577,589,2686,719
200,194,23331,439,3381,630
64,61,64069,837,3392,527
200,198,64791,660,2455,901
76,72,53103,800,2358,943
100,96,74743,507,2092,826
112,103,122921,757,6352,931
129,124,30974,892,2542,1048
1,1,246617,246617,1774,1774
100,91,1647,169,1467,391
29,25,5210,4343,2534,1548
100,96,17663,895,2733,996
429,405,37352,622,2257,1087
84,73,179814,1127,8334,1462
19,18,15706,1633,2698,2137
8,8,373373,642,2067,825
0,0,0,0,0,0
5,5,596787,514,666,285
37,36,16099,1272,1717,1068
19,18,315309,1143,1368,471
13,13,4336,1213,1759,1484
15,15,202943,1473,1629,925
13,13,231857,2010,1661,285
21,21,143614,736,1000,453
32,29,4840,1157,2704,749
0,0,0,0,0,0
12,12,249243,1265,1361,846
0,0,0,0,0,0
400,380,13151,4337,12264,4923
100,98,14378,3168,8697,3924
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,5,1794,1581,935,892
66,64,53137,1151,2383,1008
1,1,1697,1697,1964,1964
4,4,129253,1763,4139,1232
100,94,6828,2136,6604,2665
80,76,191528,410,1866,797
3,3,122054,31189,13049,12686
5,5,73712,11498,8699,3639
9,9,36587,583,1132,710
2,2,8071,8071,3036,3036
100,93,5492,484,1970,816
200,187,11496,3399,10763,3652
28,25,18211,1474,1789,914
100,100,11001,2578,10884,4087
116,110,1843,240,1270,484
81,79,16217,8215,14716,7971
100,93,3834,698,3953,965
42,38,5638,2883,5152,3436
83,80,39140,937,3225,1767
19,18,5947,2286,6093,4175
11,5,2697,1442,2670,1767
400,395,3259,323,3286,623
41,38,4256,1160,3124,1507
100,96,104671,735,2973,686
13,13,594769,1247,3374,952
400,382,4607,1316,3942,1767
70,69,44518,614,1736,637
67,67,136961,1149,3994,989
0,0,0,0,0,0
45,42,67147,551,1260,433
100,99,2655,858,3167,1376
100,95,2854,818,2796,904
88,87,3974,854,2319,736
174,162,65093,366,2323,739
20,18,160752,1340,12392,1250
167,153,56794,618,3278,703
47,42,47915,625,6950,860
66,64,61796,719,4484,953
15,15,77142,1196,12336,2693
400,392,7110,662,3675,1170
200,191,135718,555,1584,689
134,126,66785,785,2812,1069
97,95,167176,1126,3085,871
173,156,131123,920,6319,1477
300,277,35692,403,1431,663
89,79,16202,541,1788,559
36,33,103019,780,1458,809
80,70,186278,678,1635,703
46,46,83392,615,2099,854
74,73,44619,1087,4710,1355
19,19,194330,861,2048,590
41,41,15828,1295,3619,1622
17,16,62272,921,3487,1000
67,50,18706,967,2058,964
23,23,130961,736,1358,713
25,25,120497,605,1347,821
13,13,6081,63,7633,116
18,18,167013,963,2266,1429
5,5,107482,5951,4462,1480
4,4,131560,6002,6662,6140
2,2,9972,9972,774,774
100,93,14884,1602,3784,2026
15,15,51907,1062,1260,963
7,7,35750,579,1944,1960
100,88,54464,1338,4348,1293
8,8,2167,345,2039,615
7,7,428304,514,1977,983
19,19,161031,349,6821,1163
5,5,3416026,19967,3206,529
45,45,68335,818,2765,1480
30,30,101437,1618,2208,1206
11,11,48461,767,4053,2537
100,98,31506,367,1607,798
4,4,8844,2628,1393,1371
60,59,51388,506,1839,591
8,8,66476,2341,4520,4844
21,20,144449,779,1815,511
16,16,230090,844,1506,645
9,9,330670,514,947,343
18,18,166447,579,1398,426
12,11,44418,1075,2316,601
16,16,20334,733,2738,2226
80,76,7295,2727,6065,4027
46,41,3425,1472,3500,1670
100,89,7267,1047,6414,1728
51,49,121252,1367,3984,819
40,38,18990,1116,2286,614
22,22,139378,820,1308,961
100,98,3342,462,1569,520
1,1,1597,1597,3192,3192
200,195,5511,1374,4550,1856
100,97,3957,538,2922,624
46,46,70040,718,3139,937
22,22,138548,551,1563,294
95,90,5678,1255,4159,1769
95,93,11152,587,4425,1058
272,268,3690,1130,3454,1647
77,74,34881,1675,6592,1832
33,33,93325,942,1474,1056
8,8,9186,2628,4468,2183
100,97,11799,1341,11634,1197
217,205,4602,572,3496,703
500,491,3864,676,2888,917
50,47,80325,853,2087,874
31,28,260958,2658,2008,1330
52,44,150220,927,2072,830
210,196,122371,883,4872,1082
100,91,91497,847,3660,982
400,379,8558,917,2946,1423
139,135,17835,793,3931,1062
200,197,21116,534,2508,690
200,195,6648,890,1685,884
134,133,27400,724,2895,751
382,380,4468,979,3957,1552
62,56,235943,314,1383,812
56,53,123604,977,2060,1056
300,294,8566,483,1842,875
200,194,6120,799,2898,1324
200,190,5158,947,3415,1265
100,99,85772,513,3657,1112
300,294,7602,1204,4676,1556
46,45,116736,880,2267,786
100,95,3720,739,2367,630
200,176,2552,622,1249,641
100,100,8535,510,1907,595
18,18,3739,567,2018,1435
300,293,2402,444,2236,709
167,160,53246,897,8989,1395
100,96,220015,1174,3305,1143
21,21,214789,859,2655,1189
17,17,243252,1280,1383,797
135,133,66433,977,2134,928
85,82,93941,1045,1804,860
19,18,27857,843,1815,1109
100,92,4939,522,1574,638
11,11,29405,5179,4511,2104
100,98,5307,515,5147,679
13,13,1731,676,1195,520
35,31,177506,672,2147,903
0,0,0,0,0,0
80,74,7815,2808,6756,3134
7,6,98876,11498,6337,710
300,291,2712,431,2602,716
22,22,20604,2531,3857,1583
100,99,13818,6981,13628,6664
100,98,8329,3427,8550,4412
200,194,2515,587,2718,874
98,89,81110,638,2018,920
50,43,18177,1241,1436,869
100,92,110003,1080,2788,1078
9,9,30550,3132,2339,1467
24,23,222540,2072,5178,1073
29,27,1871,577,1173,651
70,68,82187,640,933,471
85,80,22905,763,2103,909
89,64,9300,2233,4864,2084
26,23,3745,1758,2024,775
21,21,198522,668,1019,762
45,43,107590,1460,1894,994
1,1,21278,21278,2707,2707
2,2,2613,2613,1144,1144
6,6,10853,1895,1564,1008
23,20,3890,1029,1859,1259
52,52,20933,2141,4412,1644
141,123,83033,767,5526,905
2,2,1730,1730,1001,1001
5,5,61301,1640,2284,1985
8,6,1573,772,1071,1036
28,27,185457,591,1413,508
100,94,3492,1000,3411,1263
200,199,5211,775,1923,1041
5,5,113653,324,1368,270
18,18,64850,918,881,563
32,31,20658,447,957,622
8,8,152201,20801,6698,3501
42,39,119153,698,2636,1267
100,99,18159,1193,4142,1221
44,44,8005,554,1481,884
6,6,48292,7925,3504,3508
51,51,28386,907,6077,2123
6,6,66383,2463,858,406
25,25,47989,2210,1641,835
19,19,26335,1799,3137,615
8,8,143789,2823,1765,1440
43,42,28668,886,1783,792
100,89,119074,684,7436,766
67,59,23740,1007,3551,813
100,96,5734,1225,4101,1940
14,14,326963,2609,2600,727
23,23,5635,1357,1869,1047
100,94,68667,888,2195,1248
22,22,1101176,1545,1992,860
5,5,8168,3115,2311,2306
13,10,47297,1441,1539,1620
59,55,22170,1066,1544,875
2,2,3324,3324,1582,1582
33,32,9882,2448,6482,1615
100,97,48313,507,3994,1042
22,22,289,76,202,145
90,90,32368,277,2641,580
100,79,23395,1082,2859,928
49,45,29718,1474,1687,933
37,37,124152,122,1645,384
6,6,10351,1602,935,1039
200,176,63331,989,4114,1405
200,191,91945,626,1975,904
84,79,183366,879,2769,962
1,1,20,20,168,168
100,98,6291,1132,3177,930
98,94,112039,1400,7695,1222
79,78,11737,5637,11082,5887
100,95,3354,298,2364,629
3,3,118365,31190,9449,1886
2,2,8106,8106,3175,3175
25,25,2072,1314,1813,1681
59,55,2426,531,2675,1046
2,1,25959,25959,3380,3380
30,29,5722,2875,6105,4130
200,196,10519,1038,4305,1531
46,40,251781,1749,15264,1560
39,39,3216,564,3203,784
6,6,3667,1220,1702,1378
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,5,564,40,642,53
0,0,0,0,0,0
37,33,10613,637,2035,728
126,123,5432,364,3355,632
5,5,65224,583,1046,480
2,2,1881,1881,1529,1529
200,178,5411,1197,4690,1395
100,96,9521,777,4480,1355
6,6,59680,1512,4703,311
6,5,84370,6340,1746,1774
64,64,41667,614,2787,813
2,2,123516,123516,1216,1216
14,14,19375,1557,2245,1518
6,6,43163,2213,1733,1554
1,1,246678,246678,1774,1774
48,38,14686,1744,2122,818
42,38,5198,895,1349,772
237,235,5514,833,5324,1233
61,61,69300,424,2360,997
26,25,24048,3860,2626,1505
300,289,5496,601,2701,987
96,89,173250,1326,1923,904
150,148,3285,622,2075,1171
31,28,27925,1566,1786,1613
5,5,51796,3543,1787,1764
4,4,62429,1508,1422,1485
278,276,65474,1199,5356,1197
200,196,9483,1150,7145,1052
1,1,21302,21302,430,430
2,2,8071,8071,3036,3036
3,3,903,583,1632,710
0,0,0,0,0,0
100,96,21329,13409,20640,11193
84,82,7296,2087,6313,2086
0,0,0,0,0,0
16,16,6596,4910,7189,5584
34,30,3341,602,3339,1153
257,222,2347,485,1822,639
40,37,6851,3114,7291,3993
48,40,15779,4870,10731,5347
200,193,11402,2164,4765,2163
3,3,7153,4682,3861,4855
1,1,243,243,75,75
192,188,16391,6444,14643,6021
93,86,9496,3311,8830,3911
44,41,8568,6303,7984,5309
0,0,0,0,0,0
100,97,8030,3256,8352,4002
19,19,1332,809,1493,1034
0,0,0,0,0,0
32,32,132639,1635,1940,834
200,185,13035,992,6050,1325
35,34,36606,854,2055,714
100,92,30323,1511,5780,1402
26,23,7250,3066,2133,1514
64,58,17029,2099,2337,1093
7,7,50818,4583,15241,802
293,281,17761,524,1817,966
16,15,292826,4049,1541,919
27,27,189647,990,1956,1197
3,3,82694,3755,3498,4789
21,18,1943,629,1048,741
32,31,174884,2084,1758,1158
17,17,69115,1168,1664,833
35,33,274924,1191,1761,783
0,0,0,0,0,0
1,1,73,73,273,273
64,61,691126,550,1241,564
5,5,113852,325,771,649
11,10,15858,838,645,579
0,0,0,0,0,0
0,0,0,0,0,0
200,181,34285,638,3036,698
4,4,286060,197306,2383,1383
36,32,26186,1744,2852,1043
100,98,14422,1154,3216,1454
79,78,260859,806,2380,881
100,99,3308,774,2900,1176
2,2,3308,3308,1960,1960
4,4,1299,871,1640,779
9,9,1014,624,1236,601
0,0,0,0,0,0
2,2,4411,4411,879,879
0,0,0,0,0,0
0,0,0,0,0,0
1,1,6364,6364,6307,6307
2,2,116,116,234,234
52,51,469716,755,2911,693
99,92,170803,539,2219,818
22,22,55976,1991,1848,1735
97,90,101163,420,2483,752
33,28,5658,3033,3298,1773
100,100,9426,1137,4693,1431
400,372,3719,592,1732,809
100,99,7867,222,7240,438
200,198,5016,801,2906,1345
400,353,2854,912,3005,1422
100,99,5043,896,3517,1368
100,98,6903,2516,6715,4010
100,98,162111,807,2654,1079
13,13,12378,502,6103,603
6,6,96515,389,522,205
16,16,736,378,1357,809
3,3,2397,1284,2281,3193
3,3,573,586,211,249
200,199,6464,1793,5064,1592
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
9,9,65530,734,1147,1046
39,39,622339,994,1693,675
400,385,6745,1019,4650,1507
200,196,226265,1221,3628,786
5,5,10459,346,536,210
300,267,594323,498,1633,609
54,52,815378,380,1185,617
100,100,253943,1082,2202,773
300,292,9721,562,2744,1033
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
93,93,269650,734,6869,631
0,0,0,0,0,0
0,0,0,0,0,0
21,20,27425,2722,1949,1656
4,4,10249,9083,9609,9228
53,45,29202,1556,3156,2178
200,197,5269,1549,4964,2241
6,5,9549,302,5169,406
15,13,149448,277,2421,1444
400,371,279879,351,1728,618
35,34,15493,2496,7964,1722
125,121,180781,326,1784,544
0,0,0,0,0,0
7,6,49716,8479,1651,1526
25,24,28280,1231,1844,1267
39,38,15985,1802,2430,1070
122,114,43923,876,3812,1478
100,97,5242,1250,3515,1270
183,180,27815,878,4369,1402
200,197,51728,828,3833,1223
155,151,32360,421,3261,651
300,296,6095,643,1687,811
37,33,24767,802,1663,817
27,23,24676,1442,1458,1074
27,25,29586,1073,1323,446
64,61,85689,1021,4207,860
100,89,21076,861,1865,917
217,206,5544,420,2518,624
0,0,0,0,0,0
1,1,28292,28292,27602,27602
12,12,47302,444,36352,926
0,0,0,0,0,0
0,0,0,0,0,0
28,28,168211,159,1055,494
29,29,159110,1229,2389,783
100,100,46491,718,5212,894
63,60,70059,1256,4204,1222
40,40,108086,590,6457,994
16,16,42070,1961,35042,2089
300,288,2257,558,2199,977
0,0,0,0,0,0
3,3,796,881,634,237
1,1,17,17,41,41
27,26,8449,5543,6858,5759
6,6,4586,3265,3317,3251
0,0,0,0,0,0
1,1,17711,17711,15439,15439
0,0,0,0,0,0
75,70,89522,1156,2431,778
100,97,12014,1344,5438,1380
9,9,7653,4717,7854,4998
100,99,50188,1178,2835,1242
94,92,7904,1765,4907,2231
100,96,2581,1184,2956,1988
14,14,82657,790,1642,1067
100,100,3266,1298,3386,1807
0,0,0,0,0,0
400,391,3754,622,3045,1108
170,163,21086,978,5532,921
5,5,18932,1554,18130,1598
0,0,0,0,0,0
32,31,15431,1812,2154,1382
6,6,15456,3693,861,497
2,1,782,782,38,38
2,2,123,123,311,311
8,8,3631,706,2261,1585
6,6,30641,13817,21796,14347
12,12,19738,5708,15698,7152
100,94,5399,2016,5515,2383
38,38,10565,1157,2216,1128
28,25,19565,3239,7285,2047
0,0,0,0,0,0
1,1,243,243,75,75
100,98,12953,6035,12740,6048
14,13,23634,507,665,417
83,72,6824,1375,6998,2690
3,3,112248,11496,5375,3156
34,33,3602,619,3681,667
3,3,108667,1816,1546,711
91,81,2575,521,1655,733
28,28,2893,519,2071,933
27,23,2617,1441,2591,1046
5,5,68234,1935,3256,763
200,187,5695,333,4646,578
4,4,2540,1665,1127,404
0,0,0,0,0,0
1,1,584,584,711,711
1,1,8,8,54,54
0,0,0,0,0,0
11,10,15033,1190,7638,2114
53,34,4461,1773,2099,2141
200,192,50041,371,3496,795
4,4,99575,4224,1047,406
100,97,12652,1013,1594,745
12,12,14607,5832,13017,6093
8,8,4917,2004,2819,1906
46,42,19959,1397,1677,977
7,7,7863,163,526,561
6,6,141028,10254,13828,2186
13,13,353800,4945,2710,1701
0,0,0,0,0,0
35,35,7883,1001,4901,805
10,9,36512,1600,1266,1210
5,5,229579,4519,1209,615
39,38,113755,1791,5546,1253
13,12,48504,2977,3694,2694
0,0,0,0,0,0
5,5,64217,1003,5348,1788
5,5,6268,2955,2919,2133
200,197,12294,3601,11781,4062
100,96,3057,313,2202,449
9,8,1976,139,2508,481
20,18,33238,974,1313,925
100,96,85356,918,2955,1472
29,27,6030,2775,5648,2819
1,1,7979,7979,8136,8136
5,4,3459,1533,4173,3335
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
83,82,22839,703,2553,938
10,10,1333,1320,2478,2465
6,6,45529,6963,5163,5234
9,9,32060,3696,1154,804
12,12,1950,921,1810,1772
77,77,81118,625,3118,888
57,54,155823,603,1572,820
12,12,96408,1863,1405,1010
24,22,365218,544,4059,753
39,34,335362,938,4527,831
18,17,14716,987,1192,507
16,16,284782,689,1575,490
100,93,10005,926,9168,1335
0,0,0,0,0,0
1,1,145,145,888,888
0,0,0,0,0,0
41,38,257305,1157,1972,1453
27,26,184394,130,865,263
32,32,148924,1034,1439,808
8,7,7241,1596,1452,1300
31,30,2873,602,3180,1529
17,17,10315,3998,10754,4980
100,99,8321,3041,8109,3769
2,2,11093,11093,688,688
1,1,1538,1538,2175,2175
0,0,0,0,0,0
1,1,584,584,711,711
2,2,1200,1200,2175,2175
130,125,26658,553,2139,706
38,37,10583,7140,9887,5757
100,96,8752,2542,8531,3041
32,32,2655,643,2157,698
11,11,2794,845,2360,1062
74,63,2954,348,1821,510
11,11,2065,203,1341,162
53,53,2424,946,2249,1290
0,0,0,0,0,0
3,3,3789,1771,4960,3612
19,19,7822,3459,2812,2169
100,100,11833,4203,11844,4997
33,31,21884,675,2483,711
1,1,15,15,113,113
35,33,5767,2071,5881,3266
39,37,8419,3382,8328,3687
17,17,10362,1587,10414,1566
10,10,39238,1993,2288,604
11,10,2291,719,2623,1342
5,5,5555,4311,3602,2334
3,3,8717,7868,4324,2275
2,2,1736,1736,1219,1219
3,3,2625,2610,3595,4991
62,54,4296,589,1381,621
4,4,2623,248,2343,194
7,7,35177,515,448,150
204,204,3905,1008,2813,1669
4,4,2942,1168,565,479
41,41,16711,7066,14543,7367
8,6,4391,4263,3048,3387
0,0,0,0,0,0
6,4,112099,11496,5048,2175
84,81,10299,5559,10488,6117
3,3,5554,3678,6531,4949
7,7,2482,1570,1457,1163
0,0,0,0,0,0
2,2,4273,4273,5493,5493
14,14,3153,1127,3442,1835
100,73,3518,2760,3222,2376
3,3,1303,843,3217,4617
0,0,0,0,0,0
9,9,2730,1405,2521,2229
13,13,25973,769,1992,863
30,27,10743,2207,4990,2406
13,12,27413,2252,2850,1982
17,17,20302,771,1765,996
57,55,81091,1272,3136,1121
96,90,91795,979,1706,913
32,27,35724,701,1516,1263
5,5,65048,4154,2751,2560
100,98,91781,1432,5157,1539
15,15,21339,827,1728,531
110,110,5271,1104,2701,1579
300,297,4588,1104,4051,1241
1,1,53904,53904,1136,1136
2,2,28478,28478,2105,2105
4,4,14984,2548,1446,1159
3,3,18826,2543,830,1136
200,193,7641,629,1501,885
1,1,53904,53904,1136,1136
4,4,14406,1844,1243,930
5,5,2355,325,2546,378
3,3,18128,317,585,561
76,75,56505,427,1835,900
2,2,27022,27022,625,625
185,169,12648,3256,7347,2556
15,15,23690,864,2808,996
8,7,42467,748,2607,727
73,69,10165,2130,9200,2093
0,0,0,0,0,0
14,13,5390,2868,6035,3990
200,188,10417,1919,5889,2761
1,1,2638,2638,1416,1416
300,272,6681,1247,4432,1680
1,1,16,16,165,165
9,9,38685,1816,2807,750
0,0,0,0,0,0
27,24,229611,1201,1926,574
81,68,24479,893,8066,1204
0,0,0,0,0,0
9,9,36720,364,1517,493
10,9,66401,1471,2718,830
20,20,18274,815,2196,751
3,3,118263,31161,8839,288
3,3,108668,1816,1546,711
22,22,11695,212,444,201
6,6,59670,1299,5171,532
1,1,4293,4293,4852,4852
5,5,65675,1647,1736,859
0,0,0,0,0,0
1,1,20,20,143,143
150,144,13578,4678,13263,4998
34,34,7689,2404,3622,2697
3,3,11187,1816,10173,3639
200,194,1931,703,1916,843
5,5,5813,6154,3574,2275
8,8,42469,1104,2609,854
15,15,18606,1261,1948,1423
20,20,3871,851,2859,1366
43,41,10625,1138,10622,1420
57,55,5935,1978,3322,2086
47,46,10595,1732,3391,1936
200,191,7942,1261,4778,1497
31,31,2699,817,2417,1376
29,29,1978,258,1656,520
291,274,6838,1547,4652,1642
18,17,25038,2695,2463,1332
50,48,4415,1350,4198,1785
2,2,341,341,1809,1809
16,16,3440,794,3353,1668
0,0,0,0,0,0
15,15,23731,1309,2493,1163
400,397,2027,175,1260,324
18,18,21501,911,8309,1528
4,4,8520,1200,8579,3718
46,46,48884,1391,3918,968
17,17,8490,2173,2780,800
11,9,32689,1816,3233,1965
200,194,15443,522,2061,793
16,15,26178,2855,6411,2978
400,387,3265,877,3221,1383
80,79,18345,557,1724,918
13,13,29848,1526,4389,2032
1,1,1816,1816,3639,3639
2,2,1200,1200,2175,2175
9,9,4324,748,4199,1370
6,6,7226,5902,5808,4981
7,7,46794,584,925,711
26,26,15078,848,2591,1339
200,191,8038,1458,4375,1741
8,8,42115,1815,2439,2175
300,291,7836,1944,7254,2095
20,20,22288,1854,4537,1789
200,180,80115,299,4141,666
16,16,8487,785,3384,1724
2,2,10706,10706,347,347
17,17,20883,855,2797,750
20,20,19275,1027,3455,1486
11,11,31073,696,3109,1789
48,47,10200,1004,2716,1067
0,0,0,0,0,0
17,17,22821,1030,2798,996
0,0,0,0,0,0
10,10,5929,3228,6723,4781
16,13,30245,3090,4207,2343
3,3,11187,1816,10173,3639
8,8,41568,798,1147,752
22,22,4195,2699,4395,3755
9,9,41223,1813,4974,474
35,33,0,0,0,0
128,115,27201,770,2140,745
138,127,11647,2048,6019,2243
138,122,15981,1507,6712,1610
6,6,6844,1451,927,413
19,18,5955,1570,2699,621
5,5,7822,843,2393,2317
0,0,0,0,0,0
7,6,3481,2500,1745,1695
21,18,294163,614,1407,574
183,171,9614,2775,9637,3520
30,28,3750,1407,1512,1297
300,290,7668,2562,7757,3268
11,11,10738,8473,11570,9321
13,12,9080,8473,9713,9321
31,29,11960,1117,4646,1785
40,37,4854,796,1714,621
17,17,185602,1329,4710,1344
100,99,3152,237,3180,575
0,0,0,0,0,0
17,13,75644,2955,1523,404
100,92,10466,904,2031,880
11,10,49034,4289,2356,1665
11,10,6736,317,1588,634
3,3,18246,694,472,166
46,46,100015,904,2836,627
17,16,31715,1277,2259,1623
200,199,7575,1004,3280,1646
200,198,6732,1856,6120,2457
1,1,1526,1526,3483,3483
8,8,2211,1892,1647,1309
0,0,0,0,0,0
300,289,3834,918,3442,1080
79,76,71128,1341,2894,1213
35,35,5096,659,4971,1454
108,104,3024,668,1999,774
15,15,2567,836,2706,1564
77,62,27663,2602,10334,2433
20,19,8766,4820,7614,4377
10,10,7267,959,6924,715
67,66,6648,1595,5371,1643
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
100,94,1389,486,1873,1009
61,57,52895,1097,2355,996
4,4,6244,2011,1426,370
1,1,268,268,204,204
12,12,5855,1169,4535,1216
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,10636,10636,333,333
1,1,17,17,41,41
17,15,3458,1831,3787,3478
0,0,0,0,0,0
61,59,10854,5852,10399,6328
139,129,5740,2572,5870,3196
95,92,8092,4646,8421,4982
0,0,0,0,0,0
0,0,0,0,0,0
100,95,7910,4506,8086,4713
13,13,1757,580,1069,748
7,7,2116,988,1087,763
47,45,3756,768,3632,1158
29,28,3962,888,3919,1785
8,8,544,171,731,292
9,9,1885,1236,1086,763
300,294,4725,1278,4630,1613
200,198,11019,3718,10804,4918
18,18,9196,8211,8837,8350
12,12,5744,5153,5214,3974
3,3,5604,8336,6102,8976
56,51,11957,4612,11193,4479
1,1,7362,7362,1478,1478
18,18,9459,2281,4389,2495
0,0,0,0,0,0
67,63,48802,1296,2275,1026
190,187,14679,4574,11217,4976
100,99,8409,3148,7608,3802
1,1,243,243,75,75
200,194,8304,3136,8346,3964
10,10,24860,277,840,246
300,294,8506,3297,8437,4472
200,196,10313,3896,10147,4985
1,1,243,243,75,75
65,62,50449,599,2300,625
0,0,0,0,0,0
300,298,1899,191,2029,276
4,4,2816,1203,3489,4165
12,12,261391,2003,2494,1475
8,8,388967,1879,2773,577
41,40,7305,574,1233,834
100,91,5718,1647,2892,1045
200,198,4026,659,2694,997
100,94,39610,1004,2490,955
1,1,243,243,75,75
300,284,9307,3065,8721,3757
200,194,7408,2292,7467,2595
13,12,21317,1228,8089,1122
57,52,56078,757,2390,727
16,16,217813,616,27017,722
19,19,14249,688,845,400
18,17,5330,1871,1669,1598
74,69,6208,1091,5064,1366
32,30,3394,793,1952,1431
17,16,6077,1225,2262,1221
60,46,3565,827,2911,1363
85,78,4510,664,3093,1505
100,97,4785,2358,5282,2993
52,50,7838,3222,7094,3544
53,51,8896,4209,6139,4482
3,3,5939,5537,1921,5
29,29,8389,7934,8084,6662
57,53,8806,3637,7220,3877
24,23,3450,1171,2863,861
86,83,19423,1202,8841,1119
39,38,15012,647,8485,761
44,40,142196,436,2619,764
0,0,0,0,0,0
0,0,0,0,0,0
300,291,2336,326,1161,535
300,298,9457,1539,7688,2097
130,127,49125,720,1735,936
33,32,6670,1629,5761,1231
76,73,43653,1308,3168,987
47,45,6649,625,3576,791
300,295,5048,1475,4079,1680
34,34,91562,516,1567,756
200,194,2158,987,2476,1482
57,55,64954,969,4937,1125
16,16,81816,1010,1570,303
4,4,5257,1340,7139,4165
7,7,51713,1815,5253,859
7,7,3459,1175,2698,260
4,4,2943,1175,662,692
6,6,3156,554,661,445
93,92,8803,1822,7130,2697
47,45,3001,1512,3022,1992
0,0,0,0,0,0
443,258,10280,4231,9479,4754
200,198,7830,2458,7983,3232
9,9,347847,4494,4904,4660
12,11,56995,683,3054,480
18,18,23610,3071,5871,3722
37,36,28400,596,1840,674
30,29,16355,579,2511,700
4,4,1835,1199,2438,2175
0,0,0,0,0,0
